@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

iris,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047386,0.210071,10.661765,44.562706,23.774438,8.771677,15.00276,1.584963,0.584778,1.000184,21.508801,1.43392,90.470283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0,0,0,0,0,12262,10633,2353,93.333333,33.333333,?
iris,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12262,10633,2353,100,33.333333,?
iris,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,15,0,0,100,0,0,1,0.017974,0.070612,4.044118,14.97908,23.774438,0.689528,23.084909,1.584963,0.045969,1.538994,23.084909,1.538994,97.099707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12262,10633,2353,100,35.555556,?
iris,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12262,10633,2353,100,33.333333,?
iris,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,15,0,0,100,0,0,1,0.032626,0.099799,7.340754,21.170482,23.774438,1.270949,22.503488,1.584963,0.08473,1.500233,22.503488,1.500233,94.654135,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12262,10633,2353,100,37.777778,?
iris,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047386,0.210071,10.661765,44.562706,23.774438,8.771677,15.00276,1.584963,0.584778,1.000184,21.508801,1.43392,90.470283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0,0,0,0,0,12262,10633,2353,93.333333,33.333333,?
iris,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047277,0.210069,10.63739,44.562354,23.774438,8.768146,15.006292,1.584963,0.584543,1.000419,21.512333,1.434156,90.485138,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0,0,0,0,0,12262,10633,2353,93.333333,33.333333,?
iris,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,13,2,0,86.666667,13.333333,0,0.8,0.091503,0.297064,20.588235,63.016894,23.774438,17.437013,6.337424,1.584963,1.162468,0.422495,19.349506,1.289967,81.387859,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.9,0.804444,0.866667,0.866667,0,0,0,0,0,0,12262,10633,2353,86.666667,33.333333,?
iris,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,13,2,0,86.666667,13.333333,0,0.8,0.106155,0.23301,23.884872,49.428891,23.774438,5.009882,18.764555,1.584963,0.333992,1.25097,18.764555,1.25097,78.927441,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.966667,0.915952,0.866667,0.866667,0,0,0,0,0,0,12262,10633,2353,100,44.444444,?
iris,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,135,15,15,0,0,100,0,0,1,0.003214,0.003416,0.723107,0.724543,23.774438,0.104576,23.669862,1.584963,0.006972,1.577991,23.669862,1.577991,99.560134,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12262,10633,2353,100,33.333333,?
soybean,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,614,69,64,5,0,92.753623,7.246377,0,0.920544,0.011935,0.075181,12.398027,34.254973,267.786855,24.938399,242.848456,3.880969,0.361426,3.519543,250.577298,3.631555,93.573412,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.01087,0.98913,0.072464,0.937154,0.927536,0.923869,0.919608,0.99372,0.969065,0.94199,0.927536,0,0.007,0,0,0,0,205129,202240,29475,98.550725,7.47521,?
soybean,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,614,69,64,5,0,92.753623,7.246377,0,0.920544,0.0109,0.069235,11.322321,31.545704,267.786855,15.782282,252.004573,3.880969,0.228729,3.65224,252.004573,3.65224,94.106402,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.927536,0.009128,0.990872,0.072464,?,0.927536,?,?,0.998671,0.992292,?,0.927536,0,0.006,0,0.015625,0,15.625,205113,202240,29475,100,7.246377,?
soybean,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,614,69,66,3,0,95.652174,4.347826,0,0.952315,0.010843,0.068039,11.279994,31.054407,265.180215,24.256104,240.924111,3.843192,0.351538,3.491654,249.078763,3.609837,93.92811,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.956522,0.00478,0.99522,0.043478,0.966623,0.956522,0.956197,0.954368,0.991097,0.969453,0.960801,0.956522,0,0.007,0,0,0,0,205145,202240,29475,98.550725,7.246377,?
soybean,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,61,7,0,89.705882,10.294118,0,0.885906,0.012477,0.074024,13.021073,33.905931,255.151643,17.942477,237.209166,3.75223,0.26386,3.48837,237.209166,3.48837,92.967916,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.017456,0.982544,0.102941,0.912232,0.897059,0.897123,0.885782,0.994458,0.972768,0.944932,0.897059,0,0.006,0,0.015625,0,15.625,205462,202557,29158,100,7.198142,?
soybean,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,64,4,0,94.117647,5.882353,0,0.93513,0.012292,0.074878,12.81672,34.260656,256.172375,17.685844,238.486532,3.767241,0.260086,3.507155,238.486532,3.507155,93.096116,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.008973,0.991027,0.058824,0.959276,0.941176,0.941725,0.938305,0.995999,0.976594,0.975864,0.941176,0.001,0.006,0,0,0,0,205438,202557,29158,100,7.198142,?
soybean,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,58,10,0,85.294118,14.705882,0,0.838211,0.016138,0.099183,16.797683,45.296199,259.391913,42.055303,217.336609,3.814587,0.61846,3.196127,231.237656,3.400554,89.146055,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.852941,0.018837,0.981163,0.147059,?,0.852941,?,?,0.981374,0.925298,?,0.852941,0,0.006,0,0.015625,0,15.625,205430,202557,29158,97.058824,6.888545,?
soybean,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,61,7,0,89.705882,10.294118,0,0.887097,0.01437,0.085524,14.958256,39.057933,259.391913,28.427839,230.964074,3.814587,0.418056,3.396531,238.693304,3.510196,92.020334,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.012108,0.987892,0.102941,?,0.897059,?,?,0.991663,0.954982,?,0.897059,0,0.006,0,0,0,0,205438,202557,29158,98.529412,7.120743,?
soybean,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,64,4,0,94.117647,5.882353,0,0.935484,0.014029,0.075295,14.594275,34.365032,260.757564,18.812323,241.945241,3.83467,0.276652,3.558018,241.945241,3.558018,92.785512,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.941176,0.007175,0.992825,0.058824,0.947549,0.941176,0.940151,0.935277,0.998531,0.984808,0.954368,0.941176,0,0.007,0,0.015625,0,15.625,205430,202557,29158,100,8.049536,?
soybean,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,61,7,0,89.705882,10.294118,0,0.887815,0.016053,0.089136,16.665439,40.586312,264.814206,24.888859,239.925347,3.894327,0.366013,3.528314,240.146399,3.531565,90.684863,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,1,1,0.897059,0.012108,0.987892,0.102941,0.920761,0.897059,0.894808,0.89065,0.99554,0.971673,0.92815,0.897059,0,0.006,0,0,0,0,205462,202557,29158,100,8.204334,?
soybean,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,615,68,61,7,0,89.705882,10.294118,0,0.887444,0.014864,0.091762,15.4312,41.781911,264.814206,47.82916,216.985045,3.894327,0.70337,3.190957,240.918157,3.542914,90.976296,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,1,1,0.897059,0.013905,0.986095,0.102941,0.923002,0.897059,0.891733,0.889889,0.980073,0.932147,0.921469,0.897059,0,0.007,0,0,0,0,205462,202557,29158,95.588235,7.198142,?
unbalanced,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,770,86,84,2,0,97.674419,2.325581,0,-0.011765,0.027541,0.139176,102.724233,129.737003,7.928616,13.980993,-6.052377,0.092193,0.16257,-0.070376,-12.488371,-0.145214,-157.510103,0,0,0.011765,1,0.988235,84,1,1,0,0,0,-0.011765,0.482353,0.011628,0.976744,0.988509,0.011491,0.023256,0.976744,0.976744,0.976744,-0.011765,0.482353,0.976611,0.494118,0.976744,0,0.009,0,0.015625,0,15.625,231006,228377,27965,98.837209,51.744186,?
unbalanced,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,770,86,85,1,0,98.837209,1.162791,0,0,0.023668,0.124488,88.27981,116.04546,7.928616,12.981929,-5.053313,0.092193,0.150953,-0.058759,-11.489307,-0.133597,-144.909366,0,0,0,0,1,85,1,1,?,0,?,?,0.482353,0.011628,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.482353,0.976614,?,0.988372,0,0.011,0,0.015625,0,15.625,231006,228377,27965,98.837209,51.744186,?
unbalanced,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,770,86,85,1,0,98.837209,1.162791,0,0,0.027541,0.129578,102.724233,120.789914,7.928616,13.566579,-5.637963,0.092193,0.157751,-0.065558,-15.93444,-0.185284,-200.973794,0,0,0,0,1,85,1,1,?,0,?,?,0.476471,0.011628,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.476471,0.97648,?,0.988372,0.001,0.01,0,0.015625,0,15.625,231006,228377,27965,98.837209,52.325581,?
unbalanced,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,770,86,85,1,0,98.837209,1.162791,0,0,0.015923,0.113627,59.390965,105.920915,7.928616,11.812628,-3.884012,0.092193,0.137356,-0.045163,-2.599041,-0.030221,-32.78051,0,0,0,0,1,85,1,1,?,0,?,?,0.494118,0.011628,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.494118,0.976881,?,0.988372,0,0.009,0,0,0,0,231006,228377,27965,98.837209,50.581395,?
unbalanced,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,770,86,84,2,0,97.674419,2.325581,0,0,0.031413,0.143747,85.265825,95.206608,14.00522,14.565643,-0.560423,0.162851,0.169368,-0.006517,-7.490953,-0.087104,-53.486865,0,0,0,0,1,84,1,2,?,0,?,?,0.732143,0.136628,0.976744,0.976744,0.023256,0.023256,?,0.976744,?,?,0.732143,0.967624,?,0.976744,0,0.009,0,0.015625,0,15.625,231006,228377,27965,98.837209,52.325581,?
unbalanced,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,770,86,84,2,0,97.674419,2.325581,0,0,0.027541,0.156617,74.754348,103.731214,14.00522,22.986929,-8.981709,0.162851,0.26729,-0.104438,-2.922186,-0.033979,-20.864978,0,0,0,0,1,84,1,2,?,0,?,?,0.494048,0.023256,0.976744,0.976744,0.023256,0.023256,?,0.976744,?,?,0.494048,0.954306,?,0.976744,0,0.01,0,0.015625,0,15.625,231006,228377,27965,97.674419,50.581395,?
unbalanced,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,771,85,83,2,0,97.647059,2.352941,0,-0.011905,0.031777,0.14459,118.0291,134.014815,7.905407,14.566825,-6.661418,0.093005,0.171374,-0.07837,-16.965214,-0.199591,-214.602671,0,0,0.011905,1,0.988095,83,1,1,0,0,0,-0.011905,0.47619,0.011765,0.976471,0.988375,0.011625,0.023529,0.976471,0.976471,0.976471,-0.011905,0.47619,0.976196,0.494048,0.976471,0,0.01,0,0,0,0,231299,228670,27672,98.823529,52.352941,?
unbalanced,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,771,85,84,1,0,98.823529,1.176471,0,0,0.027859,0.108482,103.476015,100.547618,7.905407,4.559953,3.345454,0.093005,0.053647,0.039358,-15.966149,-0.187837,-201.964924,0,0,0,0,1,84,1,1,?,0,?,?,0.970238,0.166667,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.970238,0.989504,?,0.988235,0,0.01,0,0,0,0,231299,228670,27672,100,53.529412,?
unbalanced,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,771,85,84,1,0,98.823529,1.176471,0,0,0.016105,0.114294,59.816763,105.934573,7.905407,11.813807,-3.9084,0.093005,0.138986,-0.045981,-2.625235,-0.030885,-33.208094,0,0,0,0,1,84,1,1,?,0,?,?,0.494048,0.011765,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.494048,0.976611,?,0.988235,0,0.01,0,0.015625,0,15.625,231299,228670,27672,98.823529,50.588235,?
unbalanced,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,771,85,84,1,0,98.823529,1.176471,0,0,0.016105,0.114294,59.816763,105.934573,7.905407,11.813807,-3.9084,0.093005,0.138986,-0.045981,-2.625235,-0.030885,-33.208094,0,0,0,0,1,84,1,1,?,0,?,?,0.494048,0.011765,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.494048,0.976611,?,0.988235,0,0.009,0,0.015625,0,15.625,231299,228670,27672,98.823529,50.588235,?
vote,1,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,391,44,41,3,0,93.181818,6.818182,0,0.857759,0.08435,0.239747,17.785384,49.237957,42.346182,16.424486,25.921696,0.962413,0.373284,0.589129,34.822572,0.791422,82.233085,0.925926,25,0.058824,1,0.941176,16,0.074074,2,0.961538,0.925926,0.943396,0.858724,0.978214,0.980689,0.931818,0.064716,0.935284,0.068182,0.933469,0.931818,0.932149,0.858724,0.978214,0.976696,0.928841,0.931818,0,0.002,0,0,0,0,70037,67952,10697,97.727273,57.954545,?
vote,1,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,391,44,39,5,0,88.636364,11.363636,0,0.757709,0.103884,0.267171,21.904217,54.869977,42.346182,19.700327,22.645855,0.962413,0.447735,0.514679,32.764448,0.744647,77.372851,0.925926,25,0.176471,3,0.823529,14,0.074074,2,0.892857,0.925926,0.909091,0.7586,0.953159,0.963243,0.886364,0.136908,0.863092,0.113636,0.885958,0.886364,0.885675,0.7586,0.953159,0.959049,0.878788,0.886364,0,0.002,0,0,0,0,70005,67952,10697,97.727273,59.090909,?
vote,1,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,391,44,41,3,0,93.181818,6.818182,0,0.857759,0.069333,0.194822,14.619125,40.011475,42.346182,6.85165,35.494532,0.962413,0.155719,0.806694,36.136952,0.821294,85.336977,0.925926,25,0.058824,1,0.941176,16,0.074074,2,0.961538,0.925926,0.943396,0.858724,0.991285,0.9944,0.931818,0.064716,0.935284,0.068182,0.933469,0.931818,0.932149,0.858724,0.991285,0.992234,0.928841,0.931818,0,0.002,0,0.015625,0,15.625,70005,67952,10697,100,60.227273,?
vote,1,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,391,44,41,3,0,93.181818,6.818182,0,0.854626,0.087139,0.251623,18.373548,51.676948,42.346182,25.567705,16.778477,0.962413,0.581084,0.381329,34.603065,0.786433,81.714721,0.962963,26,0.117647,2,0.882353,15,0.037037,1,0.928571,0.962963,0.945455,0.855631,0.964052,0.979809,0.931818,0.086502,0.913498,0.068182,0.932021,0.931818,0.931405,0.855631,0.964052,0.964379,0.927273,0.931818,0,0.002,0,0,0,0,70037,67952,10697,95.454545,55.681818,?
vote,1,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,391,44,37,7,0,84.090909,15.909091,0,0.675105,0.134063,0.324061,28.267472,66.5538,42.346182,30.7003,11.645882,0.962413,0.697734,0.264679,29.972876,0.681202,70.780587,0.814815,22,0.117647,2,0.882353,15,0.185185,5,0.916667,0.814815,0.862745,0.681747,0.964052,0.974504,0.840909,0.143741,0.856259,0.159091,0.852273,0.840909,0.84268,0.681747,0.964052,0.963748,0.836778,0.840909,0,0.002,0,0,0,0,70013,67952,10697,95.454545,57.954545,?
vote,1,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,392,43,41,2,0,95.348837,4.651163,0,0.902935,0.063856,0.191565,13.545036,39.609477,40.982011,15.319104,25.662907,0.95307,0.356258,0.596812,35.722268,0.83075,87.165728,0.925926,25,0,0,1,16,0.074074,2,1,0.925926,0.961538,0.907218,0.967593,0.987353,0.953488,0.027562,0.972438,0.046512,0.958656,0.953488,0.953962,0.907218,0.967593,0.956733,0.951357,0.953488,0,0.001,0,0,0,0,70226,68117,10532,97.674419,58.139535,?
vote,1,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,392,43,40,3,0,93.023256,6.976744,0,0.856187,0.081376,0.223995,17.261425,46.314791,40.982011,16.235304,24.746706,0.95307,0.377565,0.575505,33.95721,0.789703,82.858819,0.888889,24,0,0,1,16,0.111111,3,1,0.888889,0.941176,0.865181,0.976852,0.98999,0.930233,0.041344,0.958656,0.069767,0.941248,0.930233,0.931171,0.865181,0.976852,0.97583,0.927731,0.930233,0,0.002,0,0,0,0,70394,68117,10532,97.674419,59.302326,?
vote,1,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,392,43,43,0,0,100,0,0,1,0.02019,0.061543,4.240646,12.584957,41.643016,1.389449,40.253568,0.968442,0.032313,0.936129,40.253568,0.936129,96.663429,1,26,0,0,1,17,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.002,0,0,0,0,70202,68117,10532,100,55.813953,?
vote,1,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,392,43,41,2,0,95.348837,4.651163,0,0.904656,0.074791,0.19324,15.709319,39.515827,41.643016,6.944433,34.698583,0.968442,0.161498,0.806944,35.278987,0.820442,84.717655,0.923077,24,0,0,1,17,0.076923,2,1,0.923077,0.96,0.908796,0.997738,0.998575,0.953488,0.030411,0.969589,0.046512,0.958384,0.953488,0.95385,0.908796,0.997738,0.997847,0.952222,0.953488,0,0.002,0,0.015625,0,15.625,71362,68117,10532,100,61.627907,?
vote,1,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,392,43,39,4,0,90.697674,9.302326,0,0.809313,0.095349,0.261492,20.027412,53.472702,41.643016,19.239383,22.403634,0.968442,0.447428,0.521015,33.075854,0.769206,79.427132,0.884615,23,0.058824,1,0.941176,16,0.115385,3,0.958333,0.884615,0.92,0.813016,0.966063,0.982575,0.906977,0.081185,0.918815,0.093023,0.912383,0.906977,0.9077,0.813016,0.966063,0.965399,0.904444,0.906977,0,0.002,0,0,0,0,70178,68117,10532,97.674419,58.139535,?
breast-cancer,1,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,257,29,20,9,0,68.965517,31.034483,0,0,0.378015,0.481536,89.341348,104.044166,25.930469,35.558773,-9.628304,0.894154,1.226165,-0.33201,2.28144,0.07867,8.798299,1,20,1,9,0,0,0,0,0.689655,1,0.816327,?,0.513889,0.713596,0.689655,0.689655,0.310345,0.310345,?,0.689655,?,?,0.513889,0.649758,?,0.689655,0.001,0,0,0,0,0,33114,31137,6285,96.551724,93.103448,?
breast-cancer,1,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200101.1949,257,29,23,6,0,79.310345,20.689655,0,0.408163,0.316866,0.403831,74.889285,87.254684,25.930469,20.937191,4.993277,0.894154,0.721972,0.172182,6.769967,0.233447,26.108153,1,20,0.666667,6,0.333333,3,0,0,0.769231,1,0.869565,0.50637,0.783333,0.886281,0.793103,0.45977,0.54023,0.206897,0.840849,0.793103,0.754873,0.50637,0.783333,0.835406,0.684783,0.793103,0,0.001,0,0,0,0,33018,31137,6285,100,94.827586,?
