@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 27\nSize of the tree: 32\n','Number of leaves: 16\nSize of the tree: 19\n','Number of leaves: 4\nSize of the tree: 6\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 40\nSize of the tree: 60\n','Number of leaves: 84\nSize of the tree: 125\n','Number of leaves: 81\nSize of the tree: 111\n','Number of leaves: 67\nSize of the tree: 94\n','Number of leaves: 81\nSize of the tree: 118\n','Number of leaves: 114\nSize of the tree: 152\n','Number of leaves: 92\nSize of the tree: 127\n','Number of leaves: 66\nSize of the tree: 96\n','Number of leaves: 121\nSize of the tree: 164\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 64\nSize of the tree: 96\n','Number of leaves: 62\nSize of the tree: 95\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 58\nSize of the tree: 89\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 69\nSize of the tree: 103\n','Number of leaves: 71\nSize of the tree: 106\n','Number of leaves: 55\nSize of the tree: 85\n','Number of leaves: 55\nSize of the tree: 86\n','Number of leaves: 1\nSize of the tree: 1\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureNumAttributesSelected numeric
@attribute measureSelectionTime numeric
@attribute measureTime numeric

@data

contact-lenses,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,21,3,2,1,0,66.666667,33.333333,0,0.5,0.271366,0.345717,61.057411,67.152097,5.526069,2.557448,2.968621,1.842023,0.852483,0.98954,2.968621,0.98954,53.7203,1,1,0,0,1,2,0,0,1,1,1,1,1,1,0.666667,0.166667,0.833333,0.333333,?,0.666667,?,?,1,1,?,0.666667,0,0,0,0,0,0,10313,3176,1934,100,88.888889,?,?,?,?,?,?,4,0,0
contact-lenses,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,22,2,1,1,0,50,50,0,0,0.311662,0.399547,106.248573,128.24288,1.673003,2.22314,-0.550137,0.836501,1.11157,-0.275068,-0.224989,-0.112495,-13.448218,?,0,0,0,1,2,?,0,?,?,?,?,?,?,0.5,?,?,0.5,1,0.5,0.666667,?,?,1,0.666667,0.5,0,0,0,0,0,0,10308,3245,1865,100,83.333333,?,?,?,?,?,?,3,0,0
contact-lenses,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,22,2,2,0,0,100,0,0,1,0.104748,0.117077,35.709572,37.578282,1.673003,0.498705,1.174297,0.836501,0.249353,0.587149,1.174297,0.587149,70.191007,?,0,0,0,1,2,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0,0,0,0,0,10050,3245,1865,100,83.333333,?,?,?,?,?,?,2,0,0
contact-lenses,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,22,2,2,0,0,100,0,0,1,0.083472,0.091996,28.456286,29.527927,1.673003,0.387082,1.285921,0.836501,0.193541,0.64296,1.285921,0.64296,76.863054,?,0,0,0,1,2,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0,0,0,0,0,10312,3245,1865,100,66.666667,?,?,?,?,?,?,3,0,0
contact-lenses,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,22,2,2,0,0,100,0,0,1,0.165744,0.185808,56.503746,59.638844,1.673003,0.826896,0.846107,0.836501,0.413448,0.423053,0.846107,0.423053,50.574136,?,0,0,0,1,2,?,0,?,?,?,?,?,?,1,?,?,0,1,1,1,?,?,1,1,1,0,0,0,0,0,0,10313,3245,1865,100,83.333333,?,?,?,?,?,?,4,0,0
contact-lenses,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,22,2,0,2,0,0,100,0,0,0.539559,0.57243,183.940573,183.733016,1.673003,4.781829,-3.108827,0.836501,2.390915,-1.554413,-1.758479,-0.87924,-105.109194,?,0,1,2,0,0,?,0,0,?,?,?,?,?,0,?,?,1,?,0,?,?,?,1,?,0,0.001,0,0,0,0,0,10050,3245,1865,100,100,?,?,?,?,?,?,2,1,1
contact-lenses,1,10,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,22,2,2,0,0,100,0,0,1,0.261402,0.334027,65.350389,72.319001,3.058894,1.735362,1.323532,1.529447,0.867681,0.661766,1.323532,0.661766,43.268322,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9762,3245,1865,100,100,?,?,?,?,?,?,1,0,0
german_credit,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,70,30,0,70,30,0,0.193548,0.361272,0.454859,85.980839,99.258341,88.129157,88.896881,-0.767724,0.881292,0.888969,-0.007677,10.247504,0.102475,11.627825,0.871429,61,0.7,21,0.3,9,0.128571,9,0.743902,0.871429,0.802632,0.204479,0.704286,0.84819,0.7,0.528571,0.471429,0.3,0.670732,0.7,0.674342,0.204479,0.704286,0.729724,0.588816,0.7,0.002,0,0,0,0,0,15716,181623,24023,99,96,?,?,?,?,?,?,3,2,2
german_credit,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,69,31,0,69,31,0,0.157609,0.342685,0.463302,81.557149,101.10065,88.129157,107.107992,-18.978835,0.881292,1.07108,-0.189788,13.543222,0.135432,15.36747,0.871429,61,0.733333,22,0.266667,8,0.128571,9,0.73494,0.871429,0.797386,0.168471,0.697619,0.843839,0.69,0.551905,0.448095,0.31,0.655634,0.69,0.660298,0.168471,0.697619,0.731205,0.568906,0.69,0.002,0.001,0,0,0,0,16455,181623,24023,96,87,?,?,?,?,?,?,6,2,2
german_credit,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,71,29,0,71,29,0,0.260204,0.341747,0.437295,81.333898,95.425597,88.129157,81.135609,6.993548,0.881292,0.811356,0.069935,14.187228,0.141872,16.098222,0.842857,59,0.6,18,0.4,12,0.157143,11,0.766234,0.842857,0.802721,0.264455,0.762381,0.890007,0.71,0.467143,0.532857,0.29,0.692885,0.71,0.697754,0.264455,0.762381,0.784763,0.627776,0.71,0.002,0,0,0,0,0,15965,181623,24023,99,93.5,?,?,?,?,?,?,4,2,2
german_credit,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,76,24,0,76,24,0,0.393939,0.335986,0.416972,79.962822,90.990618,88.129157,74.599025,13.530132,0.881292,0.74599,0.135301,16.002164,0.160022,18.157627,0.871429,61,0.5,15,0.5,15,0.128571,9,0.802632,0.871429,0.835616,0.398541,0.762143,0.889873,0.76,0.388571,0.611429,0.24,0.749342,0.76,0.751598,0.398541,0.762143,0.789927,0.695586,0.76,0.002,0,0,0,0,0,16155,181623,24023,100,94.5,?,?,?,?,?,?,5,2,2
german_credit,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,74,26,0,74,26,0,0.301075,0.337668,0.420244,80.363292,91.704651,88.129157,77.979036,10.150121,0.881292,0.77979,0.101501,15.541986,0.15542,17.635465,0.9,63,0.633333,19,0.366667,11,0.1,7,0.768293,0.9,0.828947,0.318079,0.74,0.855079,0.74,0.473333,0.526667,0.26,0.721138,0.74,0.717763,0.318079,0.74,0.770381,0.64364,0.74,0.002,0,0,0,0,0,16155,181623,24023,97,91,?,?,?,?,?,?,5,2,2
german_credit,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,79,21,0,79,21,0,0.441489,0.320192,0.412448,76.204083,90.003418,88.129157,75.168272,12.960885,0.881292,0.751683,0.129609,20.683236,0.206832,23.469232,0.928571,65,0.533333,16,0.466667,14,0.071429,5,0.802469,0.928571,0.860927,0.461689,0.767857,0.862939,0.79,0.394762,0.605238,0.21,0.782781,0.79,0.774078,0.461689,0.767857,0.790689,0.716178,0.79,0.002,0,0,0,0,0,15960,181623,24023,99,95,?,?,?,?,?,?,4,1,1
german_credit,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,78,22,0,78,22,0,0.382022,0.331698,0.405451,78.942486,88.47667,88.129157,71.248584,16.880574,0.881292,0.712486,0.168806,16.738746,0.167387,18.993426,0.957143,67,0.633333,19,0.366667,11,0.042857,3,0.77907,0.957143,0.858974,0.427648,0.786667,0.902006,0.78,0.45619,0.54381,0.22,0.781063,0.78,0.751282,0.427648,0.786667,0.814331,0.679487,0.78,0.001,0.001,0,0,0,0,15714,181623,24023,100,96.5,?,?,?,?,?,?,3,1,1
german_credit,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,67,33,0,67,33,0,0.12234,0.358535,0.458588,85.329539,100.072003,88.129157,87.955662,0.173496,0.881292,0.879557,0.001735,8.581687,0.085817,9.737626,0.842857,59,0.733333,22,0.266667,8,0.157143,11,0.728395,0.842857,0.781457,0.127938,0.670238,0.833877,0.67,0.560476,0.439524,0.33,0.636192,0.67,0.644979,0.127938,0.670238,0.738942,0.553994,0.67,0.002,0,0,0,0,0,15776,181623,24023,100,94,?,?,?,?,?,?,3,1,2
german_credit,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,79,21,0,79,21,0,0.475,0.284373,0.382014,67.679256,83.362239,88.129157,70.414013,17.715144,0.881292,0.70414,0.177151,29.342728,0.293427,33.295142,0.885714,62,0.433333,13,0.566667,17,0.114286,8,0.826667,0.885714,0.855172,0.478755,0.83,0.909294,0.79,0.337619,0.662381,0.21,0.782667,0.79,0.784075,0.478755,0.83,0.837415,0.736677,0.79,0.002,0,0,0,0,0,16658,181623,24023,98,93,?,?,?,?,?,?,7,2,2
german_credit,1,10,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,900,100,81,19,0,81,19,0,0.460227,0.275997,0.363496,65.685737,79.321361,88.129157,61.375761,26.753396,0.881292,0.613758,0.267534,32.523527,0.325235,36.904389,0.985714,69,0.6,18,0.4,12,0.014286,1,0.793103,0.985714,0.878981,0.525586,0.857619,0.916321,0.81,0.424286,0.575714,0.19,0.832095,0.81,0.782728,0.525586,0.857619,0.882589,0.71856,0.81,0.002,0,0,0,0,0,15939,181623,24023,99,92.5,?,?,?,?,?,?,4,2,2
pima_diabetes,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,64,13,0,83.116883,16.883117,0,0.638498,0.283547,0.389914,62.323741,81.712914,71.9683,57.389627,14.578673,0.934653,0.74532,0.189333,28.576509,0.371123,39.707077,0.84,42,0.185185,5,0.814815,22,0.16,8,0.893617,0.84,0.865979,0.640731,0.855556,0.931245,0.831169,0.176354,0.823646,0.168831,0.837414,0.831169,0.833001,0.640731,0.855556,0.843266,0.818955,0.831169,0.001,0,0,0,0,0,11708,71247,9233,97.402597,92.857143,?,?,?,?,?,?,4,1,1
pima_diabetes,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,65,12,0,84.415584,15.584416,0,0.651846,0.259916,0.365573,57.129792,76.611949,71.9683,49.393078,22.575222,0.934653,0.641469,0.293185,32.824158,0.426288,45.609189,0.9,45,0.259259,7,0.740741,20,0.1,5,0.865385,0.9,0.882353,0.652946,0.877037,0.932032,0.844156,0.203415,0.796585,0.155844,0.842458,0.844156,0.842687,0.652946,0.877037,0.872504,0.825792,0.844156,0.002,0,0,0,0,0,11839,71247,9233,98.701299,87.662338,?,?,?,?,?,?,5,1,2
pima_diabetes,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,60,17,0,77.922078,22.077922,0,0.502471,0.313309,0.403812,68.865473,84.625565,71.9683,54.985094,16.983206,0.934653,0.714092,0.220561,23.676067,0.307481,32.897911,0.86,43,0.37037,10,0.62963,17,0.14,7,0.811321,0.86,0.834951,0.504419,0.822963,0.896669,0.779221,0.289591,0.710409,0.220779,0.775208,0.779221,0.775943,0.504419,0.822963,0.840962,0.750809,0.779221,0.001,0,0,0,0,0,11412,71247,9233,100,96.753247,?,?,?,?,?,?,3,1,1
pima_diabetes,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,63,14,0,81.818182,18.181818,0,0.586656,0.256017,0.358021,56.272637,75.029105,71.9683,43.543102,28.425199,0.934653,0.565495,0.369158,32.516964,0.422298,45.182343,0.9,45,0.333333,9,0.666667,18,0.1,5,0.833333,0.9,0.865385,0.590791,0.895556,0.942963,0.818182,0.251515,0.748485,0.181818,0.815547,0.818182,0.814406,0.590791,0.895556,0.909214,0.792692,0.818182,0.002,0,0,0,0,0,11694,71247,9233,100,92.207792,?,?,?,?,?,?,4,1,2
pima_diabetes,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,62,15,0,80.519481,19.480519,0,0.568547,0.287857,0.385925,63.271222,80.87685,71.9683,56.350703,15.617597,0.934653,0.731827,0.202826,27.138788,0.352452,37.709363,0.86,43,0.296296,8,0.703704,19,0.14,7,0.843137,0.86,0.851485,0.568782,0.848148,0.908986,0.805195,0.241491,0.758509,0.194805,0.803735,0.805195,0.804321,0.568782,0.848148,0.848655,0.784233,0.805195,0.001,0,0,0,0,0,11764,71247,9233,98.701299,90.25974,?,?,?,?,?,?,4,1,1
pima_diabetes,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,57,20,0,74.025974,25.974026,0,0.398907,0.326656,0.430463,71.799192,90.210588,71.9683,66.405747,5.562553,0.934653,0.862412,0.072241,20.499214,0.266224,28.483671,0.86,43,0.481481,13,0.518519,14,0.14,7,0.767857,0.86,0.811321,0.405556,0.768889,0.825781,0.74026,0.361741,0.638259,0.25974,0.732375,0.74026,0.731377,0.405556,0.768889,0.769542,0.697327,0.74026,0.001,0.001,0,0,0,0,11817,71247,9233,98.701299,92.207792,?,?,?,?,?,?,4,1,1
pima_diabetes,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,57,20,0,74.025974,25.974026,0,0.398907,0.324762,0.440622,71.382824,92.339648,71.9683,66.950876,5.017425,0.934653,0.869492,0.065161,20.462814,0.265751,28.433093,0.86,43,0.481481,13,0.518519,14,0.14,7,0.767857,0.86,0.811321,0.405556,0.788148,0.891881,0.74026,0.361741,0.638259,0.25974,0.732375,0.74026,0.731377,0.405556,0.788148,0.807303,0.697327,0.74026,0.002,0,0,0,0,0,11610,71247,9233,98.701299,90.909091,?,?,?,?,?,?,4,1,1
pima_diabetes,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,691,77,52,25,0,67.532468,32.467532,0,0.241827,0.347393,0.456018,76.357196,95.566119,71.9683,70.019564,1.948736,0.934653,0.909345,0.025308,16.538195,0.214782,22.979833,0.82,41,0.592593,16,0.407407,11,0.18,9,0.719298,0.82,0.766355,0.247468,0.742222,0.832692,0.675325,0.447917,0.552083,0.324675,0.659934,0.675325,0.661767,0.247468,0.742222,0.741675,0.61722,0.675325,0.001,0,0,0,0,0,11790,71247,9233,98.701299,92.207792,?,?,?,?,?,?,4,1,1
pima_diabetes,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,692,76,59,17,0,77.631579,22.368421,0,0.423214,0.29511,0.397863,65.19223,83.851852,70.453875,68.638381,1.815494,0.927025,0.903137,0.023888,25.650891,0.337512,36.408062,0.98,49,0.615385,16,0.384615,10,0.02,1,0.753846,0.98,0.852174,0.491647,0.837692,0.902612,0.776316,0.4117,0.5883,0.223684,0.806956,0.776316,0.745562,0.491647,0.837692,0.841152,0.696357,0.776316,0.002,0,0,0,0,0,11727,71348,9132,98.684211,92.105263,?,?,?,?,?,?,4,1,2
pima_diabetes,1,10,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,692,76,59,17,0,77.631579,22.368421,0,0.435315,0.305458,0.384634,67.478107,81.063905,70.453875,49.957854,20.49602,0.927025,0.65734,0.269684,24.402299,0.321083,34.63585,0.96,48,0.576923,15,0.423077,11,0.04,2,0.761905,0.96,0.849558,0.482632,0.84,0.902556,0.776316,0.393239,0.606761,0.223684,0.790727,0.776316,0.751902,0.482632,0.84,0.862872,0.70683,0.776316,0.001,0,0,0,0,0,11561,71348,9132,100,97.368421,?,?,?,?,?,?,3,1,1
Glass,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,192,22,6,16,0,27.272727,72.727273,0,0.038251,0.188719,0.381852,89.168656,117.732641,48.002519,91.789942,-43.787423,2.181933,4.17227,-1.990337,11.798742,0.536306,24.579424,0.571429,4,0.666667,10,0.333333,5,0.428571,3,0.285714,0.571429,0.380952,-0.092214,0.561905,0.377021,0.272727,0.256061,0.743939,0.727273,0.272727,0.272727,0.234848,0.016456,0.678082,0.47667,0.313492,0.272727,0.001,0,0.015625,0,15.625,0,15193,22563,4033,54.545455,25.974026,?,?,?,?,?,?,7,0,1
Glass,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,192,22,11,11,0,50,50,0,0.324022,0.159026,0.325392,75.185078,100.397686,47.702958,50.604586,-2.901628,2.168316,2.300208,-0.131892,21.139866,0.960903,44.315629,0.714286,5,0.4,6,0.6,9,0.285714,2,0.454545,0.714286,0.555556,0.29277,0.752381,0.55119,0.5,0.192857,0.807143,0.5,0.508264,0.5,0.479798,0.309929,0.786472,0.60416,0.477778,0.5,0.001,0,0,0,0,0,15677,22563,4033,81.818182,28.571429,?,?,?,?,?,?,8,1,1
Glass,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,192,22,10,12,0,45.454545,54.545455,0,0.266667,0.162977,0.343761,76.674854,105.477308,49.182986,71.772102,-22.589116,2.23559,3.262368,-1.026778,20.31625,0.923466,41.307476,0.857143,6,0.466667,7,0.533333,8,0.142857,1,0.461538,0.857143,0.6,0.36991,0.704762,0.450258,0.454545,0.209307,0.790693,0.545455,?,0.454545,?,?,0.749675,0.551561,?,0.454545,0.001,0,0,0,0,0,14575,22563,4033,68.181818,25.324675,?,?,?,?,?,?,6,1,1
Glass,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,192,22,13,9,0,59.090909,40.909091,0,0.489691,0.144754,0.314414,67.336453,95.261886,50.496248,283.972317,-233.476069,2.295284,12.907833,-10.612549,23.516017,1.06891,46.56983,0.714286,5,0.2,3,0.8,12,0.285714,2,0.625,0.714286,0.666667,0.497955,0.838095,0.604422,0.590909,0.09116,0.90884,0.409091,0.710227,0.590909,0.576479,0.516666,0.828429,0.635104,0.578042,0.590909,0.001,0,0,0,0,0,15140,22563,4033,90.909091,28.571429,?,?,?,?,?,?,7,1,1
Glass,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,193,21,10,11,0,47.619048,52.380952,0,0.34,0.133973,0.318416,62.98049,97.61362,46.480972,55.805958,-9.324986,2.21338,2.657427,-0.444047,22.277354,1.060826,47.9279,0.571429,4,0.357143,5,0.642857,9,0.428571,3,0.444444,0.571429,0.5,0.204124,0.755102,0.568729,0.47619,0.14386,0.85614,0.52381,0.687831,0.47619,0.464286,0.37502,0.805406,0.668595,0.541667,0.47619,0.001,0,0,0,0,0,15136,22672,3924,61.904762,22.44898,?,?,?,?,?,?,7,1,1
Glass,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,193,21,12,9,0,57.142857,42.857143,0,0.414861,0.135413,0.290325,63.657331,89.002141,46.480972,32.647761,13.833211,2.21338,1.554655,0.658724,25.344686,1.20689,54.527014,0.857143,6,0.428571,6,0.571429,8,0.142857,1,0.5,0.857143,0.631579,0.408248,0.714286,0.564935,0.571429,0.192857,0.807143,0.428571,0.563492,0.571429,0.531161,0.389816,0.831847,0.689741,0.583041,0.571429,0,0,0,0,0,0,15685,22672,3924,85.714286,27.891156,?,?,?,?,?,?,8,0,0
Glass,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.bayes.NaiveBayes',-1151805453487947577,20191229.1705,193,21,10,11,0,47.619048,52.380952,0,0.28483,0.149167,0.322865,70.12317,98.97759,46.480972,52.706099,-6.225127,2.21338,2.509814,-0.296435,21.508343,1.024207,46.273436,0.714286,5,0.571429,8,0.428571,6,0.285714,2,0.384615,0.714286,0.5,0.138675,0.642857,0.450907,0.47619,0.221679,0.778321,0.52381,?,0.47619,?,?,0.779771,0.576984,?,0.47619,0.001,0,0,0,0,0,14575,22672,3924,71.428571,25.85034,?,?,?,?,?,?,6,1,1
