@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 27\nSize of the tree: 32\n','Number of leaves: 16\nSize of the tree: 19\n','Number of leaves: 4\nSize of the tree: 6\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 85\nSize of the tree: 127\n','Number of leaves: 40\nSize of the tree: 60\n','Number of leaves: 84\nSize of the tree: 125\n','Number of leaves: 81\nSize of the tree: 111\n','Number of leaves: 67\nSize of the tree: 94\n','Number of leaves: 81\nSize of the tree: 118\n','Number of leaves: 114\nSize of the tree: 152\n','Number of leaves: 92\nSize of the tree: 127\n','Number of leaves: 66\nSize of the tree: 96\n','Number of leaves: 121\nSize of the tree: 164\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 64\nSize of the tree: 96\n','Number of leaves: 62\nSize of the tree: 95\n','Number of leaves: 58\nSize of the tree: 88\n','Number of leaves: 58\nSize of the tree: 89\n','Number of leaves: 66\nSize of the tree: 101\n','Number of leaves: 55\nSize of the tree: 84\n','Number of leaves: 69\nSize of the tree: 103\n','Number of leaves: 71\nSize of the tree: 106\n','Number of leaves: 55\nSize of the tree: 85\n','Number of leaves: 55\nSize of the tree: 86\n','Number of leaves: 1\nSize of the tree: 1\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureNumAttributesSelected numeric
@attribute measureSelectionTime numeric
@attribute measureTime numeric

@data

german_credit,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,71,29,0,71,29,0,0.211957,0.344965,0.427492,82.099884,93.286272,88.129157,1149.459472,-1061.330314,0.881292,11.494595,-10.613303,15.97417,0.159742,18.125862,0.885714,62,0.7,21,0.3,9,0.114286,8,0.746988,0.885714,0.810458,0.226564,0.743571,0.844772,0.71,0.524286,0.475714,0.29,0.681715,0.71,0.682214,0.226564,0.743571,0.742305,0.596718,0.71,0.011,0,0.015625,0,15.625,0,20773,181623,24023,99,99.5,?,27,18,18,?,?,3,10,11
german_credit,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,69,31,0,69,31,0,0.268868,0.37084,0.472587,88.258072,103.126804,88.129157,3305.135892,-3217.006734,0.881292,33.051359,-32.170067,8.632727,0.086327,9.79554,0.771429,54,0.5,15,0.5,15,0.228571,16,0.782609,0.771429,0.776978,0.268943,0.640476,0.775389,0.69,0.418571,0.581429,0.31,0.692987,0.69,0.691426,0.268943,0.640476,0.66274,0.634391,0.69,0.012,0,0.015625,0,15.625,0,26954,181623,24023,97,97,?,60,39,39,?,?,6,9,12
german_credit,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,79,21,0,79,21,0,0.485294,0.327717,0.418519,77.994909,91.328291,88.129157,3287.257768,-3199.128611,0.881292,32.872578,-31.991286,21.084033,0.21084,23.924015,0.871429,61,0.4,12,0.6,18,0.128571,9,0.835616,0.871429,0.853147,0.486611,0.73619,0.835077,0.79,0.318571,0.681429,0.21,0.784932,0.79,0.786676,0.486611,0.73619,0.745226,0.742363,0.79,0.009,0,0,0,0,0,22594,181623,24023,97,97.5,?,37,26,26,?,?,4,8,9
german_credit,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,67,33,0,67,33,0,0.175,0.377619,0.482521,89.871224,105.294746,88.129157,3306.440878,-3218.31172,0.881292,33.064409,-32.183117,6.06922,0.060692,6.886734,0.8,56,0.633333,19,0.366667,11,0.2,14,0.746667,0.8,0.772414,0.176383,0.657381,0.800289,0.67,0.503333,0.496667,0.33,0.654667,0.67,0.66069,0.176383,0.657381,0.691604,0.586207,0.67,0.009,0,0.015625,0,15.625,0,22956,181623,24023,97,95.5,?,39,29,29,?,?,5,8,9
german_credit,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,74,26,0,74,26,0,0.329897,0.339578,0.427128,80.817703,93.206928,88.129157,1148.815182,-1060.686025,0.881292,11.488152,-10.60686,16.516971,0.16517,18.741778,0.871429,61,0.566667,17,0.433333,13,0.128571,9,0.782051,0.871429,0.824324,0.337141,0.754048,0.856789,0.74,0.435238,0.564762,0.26,0.724709,0.74,0.727027,0.337141,0.754048,0.756247,0.662162,0.74,0.009,0,0.015625,0,15.625,0,25844,181623,24023,99,98.5,?,55,38,38,?,?,5,8,9
german_credit,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,69,31,0,69,31,0,0.192708,0.361098,0.445731,85.939468,97.266491,88.129157,1153.989609,-1065.860452,0.881292,11.539896,-10.658605,10.579465,0.105795,12.004501,0.842857,59,0.666667,20,0.333333,10,0.157143,11,0.746835,0.842857,0.791946,0.19823,0.694524,0.831681,0.69,0.51381,0.48619,0.31,0.665642,0.69,0.672009,0.19823,0.694524,0.71364,0.592052,0.69,0.008,0,0,0,0,0,20679,181623,24023,99,99.5,?,26,18,18,?,?,4,7,8
german_credit,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,70,30,0,70,30,0,0.299065,0.336545,0.421935,80.095873,92.073711,88.129157,76.404403,11.724754,0.881292,0.764044,0.117248,15.811843,0.158118,17.941671,0.771429,54,0.466667,14,0.533333,16,0.228571,16,0.794118,0.771429,0.782609,0.299392,0.745476,0.843096,0.7,0.395238,0.604762,0.3,0.705882,0.7,0.702665,0.299392,0.745476,0.763833,0.649369,0.7,0.008,0,0,0,0,0,19679,181623,24023,100,98.5,?,21,15,15,?,?,3,8,8
german_credit,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,64,36,0,64,36,0,0.108911,0.388015,0.471937,92.345502,102.985048,88.129157,91.926932,-3.797775,0.881292,0.919269,-0.037978,3.125203,0.031252,3.546163,0.771429,54,0.666667,20,0.333333,10,0.228571,16,0.72973,0.771429,0.75,0.109449,0.632381,0.789948,0.64,0.535238,0.464762,0.36,0.626195,0.64,0.632143,0.109449,0.632381,0.666877,0.553571,0.64,0.007,0.001,0.015625,0,15.625,0,20469,181623,24023,100,100,?,25,17,17,?,?,3,6,6
german_credit,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,75,25,0,75,25,0,0.255952,0.312095,0.393216,74.276883,85.806618,88.129157,1139.45738,-1051.328222,0.881292,11.394574,-10.513282,24.928939,0.249289,28.286823,0.971429,68,0.766667,23,0.233333,7,0.028571,2,0.747253,0.971429,0.84472,0.327881,0.775,0.852095,0.75,0.545238,0.454762,0.25,0.75641,0.75,0.698997,0.327881,0.775,0.797166,0.601847,0.75,0.01,0,0,0,0,0,22005,181623,24023,99,98,?,32,22,22,?,?,7,8,10
german_credit,1,10,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,900,100,75,25,0,75,25,0,0.21875,0.319885,0.399409,76.130912,87.158197,88.129157,1140.967017,-1052.837859,0.881292,11.40967,-10.528379,22.575762,0.225758,25.616677,1,70,0.833333,25,0.166667,5,0,0,0.736842,1,0.848485,0.350438,0.77881,0.858597,0.75,0.583333,0.416667,0.25,0.815789,0.75,0.679654,0.350438,0.77881,0.798602,0.5671,0.75,0.008,0,0.015625,0,15.625,0,22818,181623,24023,99,98.5,?,38,25,25,?,?,4,6,7
pima_diabetes,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,61,16,0,79.220779,20.779221,0,0.551347,0.2665,0.385482,58.576948,80.784181,71.9683,50.332182,21.636118,0.934653,0.653665,0.280989,30.830411,0.400395,42.838876,0.82,41,0.259259,7,0.740741,20,0.18,9,0.854167,0.82,0.836735,0.552216,0.865556,0.911167,0.792208,0.231467,0.768533,0.207792,0.796481,0.792208,0.793798,0.552216,0.865556,0.843308,0.77551,0.792208,0.005,0,0,0,0,0,17141,71247,9233,100,92.207792,?,29,15,15,?,?,4,4,5
pima_diabetes,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,64,13,0,83.116883,16.883117,0,0.612766,0.265244,0.348289,58.300779,72.989604,71.9683,42.667465,29.300835,0.934653,0.554123,0.38053,31.678341,0.411407,44.017076,0.92,46,0.333333,9,0.666667,18,0.08,4,0.836364,0.92,0.87619,0.619677,0.89963,0.929016,0.831169,0.244502,0.755498,0.168831,0.829988,0.831169,0.826575,0.619677,0.89963,0.875011,0.805442,0.831169,0.006,0,0.015625,0,15.625,0,15676,71247,9233,100,88.961039,?,21,11,11,?,?,5,4,6
pima_diabetes,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,57,20,0,74.025974,25.974026,0,0.398907,0.341447,0.420492,75.050257,88.12097,71.9683,60.450029,11.518271,0.934653,0.785065,0.149588,19.453107,0.252638,27.030105,0.86,43,0.481481,13,0.518519,14,0.14,7,0.767857,0.86,0.811321,0.405556,0.751852,0.80585,0.74026,0.361741,0.638259,0.25974,0.732375,0.74026,0.731377,0.405556,0.751852,0.732605,0.697327,0.74026,0.004,0,0,0,0,0,14073,71247,9233,100,100,?,13,7,7,?,?,3,3,4
pima_diabetes,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,58,19,0,75.324675,24.675325,0,0.453493,0.317497,0.415942,69.786142,87.167415,71.9683,56.597554,15.370746,0.934653,0.735033,0.19962,22.355733,0.290334,31.063305,0.82,41,0.37037,10,0.62963,17,0.18,9,0.803922,0.82,0.811881,0.45368,0.791852,0.866802,0.753247,0.303617,0.696383,0.246753,0.751298,0.753247,0.75214,0.45368,0.791852,0.776373,0.726695,0.753247,0.005,0,0,0,0,0,15307,71247,9233,100,91.558442,?,19,10,10,?,?,4,3,5
pima_diabetes,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,62,15,0,80.519481,19.480519,0,0.561003,0.298084,0.381259,65.519124,79.899045,71.9683,49.617107,22.351194,0.934653,0.644378,0.290275,26.226878,0.340609,36.442265,0.88,44,0.333333,9,0.666667,18,0.12,6,0.830189,0.88,0.854369,0.563178,0.848889,0.898721,0.805195,0.258528,0.741472,0.194805,0.802071,0.805195,0.802302,0.563178,0.848889,0.822892,0.780126,0.805195,0.004,0,0,0,0,0,14649,71247,9233,100,98.701299,?,15,8,8,?,?,4,3,4
pima_diabetes,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,53,24,0,68.831169,31.168831,0,0.265501,0.386172,0.484184,84.880879,101.468703,71.9683,1145.808281,-1073.83998,0.934653,14.880627,-13.945974,11.38701,0.147883,15.822257,0.84,42,0.592593,16,0.407407,11,0.16,8,0.724138,0.84,0.777778,0.273835,0.615926,0.723588,0.688312,0.440904,0.559096,0.311688,0.673227,0.688312,0.672752,0.273835,0.615926,0.62846,0.628019,0.688312,0.004,0,0,0,0,0,14702,71247,9233,98.701299,99.350649,?,15,8,8,?,?,4,3,4
pima_diabetes,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,53,24,0,68.831169,31.168831,0,0.265501,0.337262,0.437025,74.130433,91.585763,71.9683,62.039345,9.928956,0.934653,0.805706,0.128947,17.970192,0.233379,24.969593,0.84,42,0.592593,16,0.407407,11,0.16,8,0.724138,0.84,0.777778,0.273835,0.761111,0.827236,0.688312,0.440904,0.559096,0.311688,0.673227,0.688312,0.672752,0.273835,0.761111,0.756256,0.628019,0.688312,0.004,0,0,0,0,0,14495,71247,9233,98.701299,88.961039,?,15,8,8,?,?,4,2,4
pima_diabetes,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,691,77,50,27,0,64.935065,35.064935,0,0.117197,0.399628,0.504236,87.838581,105.671038,71.9683,2224.118075,-2152.149775,0.934653,28.88465,-27.949997,8.7147,0.113178,12.109081,0.88,44,0.777778,21,0.222222,6,0.12,6,0.676923,0.88,0.765217,0.134482,0.582222,0.697461,0.649351,0.547128,0.452872,0.350649,0.614885,0.649351,0.604787,0.134482,0.582222,0.605005,0.536455,0.649351,0.004,0,0,0,0,0,15767,71247,9233,96.103896,96.753247,?,21,11,11,?,?,4,3,4
pima_diabetes,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,692,76,60,16,0,78.947368,21.052632,0,0.514377,0.292463,0.421982,64.607324,88.935123,70.453875,4337.978798,-4267.524923,0.927025,57.078668,-56.151644,25.800662,0.339482,36.620643,0.88,44,0.384615,10,0.615385,16,0.12,6,0.814815,0.88,0.846154,0.51821,0.761538,0.815324,0.789474,0.294089,0.705911,0.210526,0.784866,0.789474,0.78475,0.51821,0.761538,0.745345,0.75641,0.789474,0.004,0,0,0,0,0,17888,71348,9132,94.736842,85.526316,?,33,17,17,?,?,4,3,4
pima_diabetes,1,10,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,692,76,58,18,0,76.315789,23.684211,0,0.431894,0.343437,0.42664,75.867893,89.916799,70.453875,60.344356,10.109519,0.927025,0.794005,0.13302,18.830045,0.247764,26.72677,0.9,45,0.5,13,0.5,13,0.1,5,0.775862,0.9,0.833333,0.446356,0.696154,0.767514,0.763158,0.363158,0.636842,0.236842,0.757512,0.763158,0.750399,0.446356,0.696154,0.685287,0.712121,0.763158,0.004,0,0,0,0,0,13858,71348,9132,100,99.342105,?,11,6,6,?,?,3,3,4
Glass,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,192,22,18,4,0,81.818182,18.181818,0,0.747851,0.064355,0.210821,30.407278,65.000301,48.002519,3226.558019,-3178.5555,2.181933,146.661728,-144.479795,34.390147,1.563189,71.64238,1,7,0.2,3,0.8,12,0,0,0.7,1,0.823529,0.748331,0.947619,0.813776,0.818182,0.068182,0.931818,0.181818,0.859091,0.818182,0.805971,0.773427,0.898439,0.789094,0.79281,0.818182,0.003,0,0.015625,0,15.625,0,26975,22563,4033,86.363636,22.077922,?,51,26,26,?,?,7,2,3
Glass,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,192,22,19,3,0,86.363636,13.636364,0,0.816156,0.057478,0.188627,27.174899,58.199771,47.702958,2152.655139,-2104.952181,2.168316,97.847961,-95.679645,38.68252,1.758296,81.0904,0.714286,5,0.066667,1,0.933333,14,0.285714,2,0.833333,0.714286,0.769231,0.677296,0.819048,0.805195,0.863636,0.051732,0.948268,0.136364,0.871212,0.863636,0.862937,0.807331,0.919048,0.847919,0.888846,0.863636,0.003,0,0,0,0,0,27558,22563,4033,90.909091,22.727273,?,53,27,27,?,?,8,2,3
Glass,1,3,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,192,22,16,6,0,72.727273,27.272727,0,0.635359,0.093531,0.265654,44.00292,81.51154,49.182986,3234.863631,-3185.680644,2.23559,147.039256,-144.803666,30.623795,1.391991,62.265019,1,7,0.133333,2,0.866667,13,0,0,0.777778,1,0.875,0.82102,0.933333,0.789683,0.727273,0.098701,0.901299,0.272727,0.777778,0.727273,0.72105,0.642847,0.850162,0.713453,0.713294,0.727273,0.002,0,0,0,0,0,21746,22563,4033,86.363636,24.025974,?,33,17,17,?,?,6,1,2
Glass,1,4,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,192,22,11,11,0,50,50,0,0.324022,0.148748,0.349597,69.194505,105.921691,50.496248,4319.456753,-4268.960505,2.295284,196.338943,-194.043659,20.963804,0.9529,41.515568,0.142857,1,0.066667,1,0.933333,14,0.857143,6,0.5,0.142857,0.222222,0.123443,0.704762,0.534632,0.5,0.200251,0.799749,0.5,?,0.5,?,?,0.716541,0.519894,?,0.5,0.002,0.001,0,0,0,0,22410,22563,4033,81.818182,26.623377,?,35,18,18,?,?,7,1,2
Glass,1,5,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,193,21,13,8,0,61.904762,38.095238,0,0.498507,0.117059,0.308181,55.029397,94.476045,46.480972,5381.761745,-5335.280773,2.21338,256.274369,-254.060989,24.283811,1.156372,52.244629,0.857143,6,0.214286,3,0.785714,11,0.142857,1,0.666667,0.857143,0.75,0.612372,0.760204,0.553571,0.619048,0.112949,0.887051,0.380952,0.630952,0.619048,0.598485,0.501133,0.745789,0.563383,0.57702,0.619048,0.002,0,0,0,0,0,25226,22672,3924,71.428571,23.809524,?,45,23,23,?,?,7,1,2
Glass,1,6,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,193,21,14,7,0,66.666667,33.333333,0,0.544892,0.107505,0.303687,50.537886,93.098368,46.480972,6449.504643,-6403.023671,2.21338,307.119269,-304.905889,24.86962,1.184268,53.504948,0.714286,5,0,0,1,14,0.285714,2,1,0.714286,0.833333,0.790569,0.862245,0.839827,0.666667,0.126441,0.873559,0.333333,0.690476,0.666667,0.664332,0.557076,0.734228,0.63255,0.570261,0.666667,0.003,0,0.015625,0,15.625,0,25874,22672,3924,71.428571,25.85034,?,47,24,24,?,?,8,1,3
Glass,1,7,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,193,21,13,8,0,61.904762,38.095238,0,0.479876,0.122641,0.30662,57.653358,93.997385,46.480972,3240.588896,-3194.107925,2.21338,154.313757,-152.100377,23.412328,1.114873,50.369704,0.714286,5,0.214286,3,0.785714,11,0.285714,2,0.625,0.714286,0.666667,0.485363,0.744898,0.528061,0.619048,0.150251,0.849749,0.380952,?,0.619048,?,?,0.771097,0.5298,?,0.619048,0.002,0,0,0,0,0,24566,22672,3924,85.714286,29.251701,?,43,22,22,?,?,6,1,2
Glass,1,8,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,193,21,15,6,0,71.428571,28.571429,0,0.593548,0.098892,0.275349,47.198473,85.865963,44.430294,3233.852766,-3189.422471,2.115728,153.992989,-151.877261,27.924125,1.32972,62.84929,0.571429,4,0.071429,1,0.928571,13,0.428571,3,0.8,0.571429,0.666667,0.553399,0.770408,0.646032,0.714286,0.127595,0.872405,0.285714,?,0.714286,?,?,0.845386,0.677929,?,0.714286,0.002,0,0,0,0,0,24002,22672,3924,85.714286,22.44898,?,41,21,21,?,?,6,1,2
Glass,1,9,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,193,21,15,6,0,71.428571,28.571429,0,0.586885,0.100745,0.268586,48.082729,83.757167,44.430294,4304.367867,-4259.937573,2.115728,204.969898,-202.85417,24.373074,1.160623,54.856882,0.857143,6,0.142857,2,0.857143,12,0.142857,1,0.75,0.857143,0.8,0.693375,0.836735,0.787415,0.714286,0.137912,0.862088,0.285714,?,0.714286,?,?,0.789687,0.64229,?,0.714286,0.002,0,0,0,0,0,23397,22672,3924,80.952381,25.85034,?,39,20,20,?,?,6,1,2
Glass,1,10,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,193,21,14,7,0,66.666667,33.333333,0,0.524272,0.106151,0.286713,50.662937,89.409832,44.430294,5377.252287,-5332.821993,2.115728,256.059633,-253.943904,25.68392,1.223044,57.807224,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.795918,0.669841,0.666667,0.156227,0.843773,0.333333,0.710204,0.666667,0.655929,0.53579,0.782614,0.633485,0.645425,0.666667,0.003,0,0,0,0,0,25802,22672,3924,76.190476,23.809524,?,47,24,24,?,?,7,1,3
iris,1,1,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,135,15,14,1,0,93.333333,6.666667,0,0.9,0.045016,0.169318,10.128603,35.917699,23.774438,2.632715,21.141722,1.584963,0.175514,1.409448,21.615654,1.441044,90.919727,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0,0,0,0,0,12103,10633,2353,100,35.555556,?,7,4,4,?,?,2,0,0
iris,1,2,weka.classifiers.meta.AttributeSelectedClassifier,'-E \"weka.attributeSelection.CfsSubsetEval -P 1 -E 1\" -S \"weka.attributeSelection.BestFirst -D 1 -N 5\" -W weka.classifiers.trees.J48 -- -C 0.25 -M 2',-1151805453487947577,20191229.1705,135,15,15,0,0,100,0,0,1,0.010588,0.015887,2.382303,3.37004,23.774438,0.347856,23.426581,1.584963,0.02319,1.561772,23.426581,1.561772,98.536848,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.015625,0,15.625,0,12505,10633,2353,100,33.333333,?,9,5,5,?,?,2,1,1
