@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

pima_diabetes,1,8,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,691,77,52,25,0,67.532468,32.467532,0,0.213322,0.390045,0.476197,85.732119,99.794995,71.9683,3294.238416,-3222.270115,0.934653,42.782317,-41.847664,1.629869,0.021167,2.264705,0.86,43,0.666667,18,0.333333,9,0.14,7,0.704918,0.86,0.774775,0.227378,0.670741,0.783391,0.675325,0.481991,0.518009,0.324675,0.654979,0.675325,0.649884,0.227378,0.667234,0.683307,0.59669,0.675325,0.018,0.002,0.015625,0,15.625,0,89494,71247,9233,100,100,?
pima_diabetes,1,9,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,692,76,55,21,0,72.368421,27.631579,0,0.302448,0.349081,0.441481,77.114706,93.044765,70.453875,2216.088192,-2145.634317,0.927025,29.159055,-28.23203,8.865699,0.116654,12.583693,0.92,46,0.653846,17,0.346154,9,0.08,4,0.730159,0.92,0.814159,0.335322,0.728077,0.808884,0.723684,0.45753,0.54247,0.276316,0.71721,0.723684,0.693526,0.335322,0.72834,0.751048,0.637849,0.723684,0.018,0.003,0.015625,0,15.625,0,89621,71348,9132,100,100,?
pima_diabetes,1,10,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,692,76,55,21,0,72.368421,27.631579,0,0.330537,0.346951,0.424535,76.644188,89.473122,70.453875,1140.004477,-1069.550603,0.927025,15.000059,-14.073034,8.878797,0.116826,12.602283,0.88,44,0.576923,15,0.423077,11,0.12,6,0.745763,0.88,0.807339,0.345044,0.772692,0.846733,0.723684,0.420607,0.579393,0.276316,0.711996,0.723684,0.706175,0.345044,0.772429,0.78634,0.659484,0.723684,0.018,0.002,0.03125,0,31.25,0,89621,71348,9132,100,100,?
Glass,1,1,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,192,22,14,8,0,63.636364,36.363636,0,0.458462,0.114874,0.249776,54.277528,77.010912,48.002519,1097.256578,-1049.25406,2.181933,49.875299,-47.693366,22.194406,1.008837,46.235919,1,7,0.333333,5,0.666667,10,0,0,0.583333,1,0.736842,0.62361,0.990476,0.982143,0.636364,0.183983,0.816017,0.363636,?,0.636364,?,?,0.937278,0.868423,?,0.636364,0.001,0,0,0,0,0,35516,22563,4033,100,100,?
Glass,1,2,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,192,22,14,8,0,63.636364,36.363636,0,0.48538,0.12308,0.255503,58.190387,78.833934,47.702958,27.16642,20.536539,2.168316,1.234837,0.933479,21.977158,0.998962,46.070849,0.571429,4,0.266667,4,0.733333,11,0.428571,3,0.5,0.571429,0.533333,0.295084,0.82381,0.703206,0.636364,0.169948,0.830052,0.363636,?,0.636364,?,?,0.873972,0.738141,?,0.636364,0.002,0,0,0,0,0,35516,22563,4033,100,100,?
Glass,1,3,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,192,22,14,8,0,63.636364,36.363636,0,0.495702,0.133674,0.273201,62.888521,83.827271,49.182986,1100.645604,-1051.462617,2.23559,50.029346,-47.793755,22.344435,1.015656,45.431229,0.857143,6,0.333333,5,0.666667,10,0.142857,1,0.545455,0.857143,0.666667,0.48795,0.82381,0.661395,0.636364,0.162554,0.837446,0.363636,?,0.636364,?,?,0.825216,0.713233,?,0.636364,0.002,0,0,0,0,0,35516,22563,4033,100,100,?
Glass,1,4,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,192,22,13,9,0,59.090909,40.909091,0,0.448468,0.126966,0.268174,59.06214,81.251792,50.496248,1099.34467,-1048.848422,2.295284,49.970212,-47.674928,22.907969,1.041271,45.365686,0.571429,4,0.133333,2,0.866667,13,0.428571,3,0.666667,0.571429,0.615385,0.458171,0.857143,0.737755,0.590909,0.155195,0.844805,0.409091,?,0.590909,?,?,0.86158,0.727528,?,0.590909,0.001,0.001,0,0,0,0,35516,22563,4033,100,100,?
Glass,1,5,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,193,21,16,5,0,76.190476,23.809524,0,0.663462,0.088373,0.199106,41.54387,61.037842,46.480972,17.122147,29.358824,2.21338,0.81534,1.398039,29.665635,1.412649,63.823183,1,7,0.214286,3,0.785714,11,0,0,0.7,1,0.823529,0.74162,1,1,0.761905,0.097619,0.902381,0.238095,?,0.761905,?,?,0.985034,0.934996,?,0.761905,0.002,0,0.015625,0,15.625,0,35691,22672,3924,100,100,?
Glass,1,6,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,193,21,13,8,0,61.904762,38.095238,0,0.458065,0.137873,0.277924,64.813967,85.200425,46.480972,3242.911165,-3196.430194,2.21338,154.424341,-152.210962,15.964472,0.760213,34.346254,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.897959,0.852041,0.619048,0.169048,0.830952,0.380952,?,0.619048,?,?,0.820091,0.710498,?,0.619048,0.002,0,0,0,0,0,35691,22672,3924,100,100,?
Glass,1,7,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,193,21,13,8,0,61.904762,38.095238,0,0.471698,0.130646,0.281951,61.416552,86.434998,46.480972,2172.726448,-2126.245477,2.21338,103.463164,-101.249785,20.589765,0.980465,44.297191,0.857143,6,0.428571,6,0.571429,8,0.142857,1,0.5,0.857143,0.631579,0.408248,0.785714,0.574202,0.619048,0.169048,0.830952,0.380952,?,0.619048,?,?,0.779663,0.635931,?,0.619048,0.001,0.001,0,0,0,0,35691,22672,3924,100,100,?
Glass,1,8,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,193,21,14,7,0,66.666667,33.333333,0,0.514851,0.114611,0.2481,54.700821,77.368584,44.430294,24.014923,20.415372,2.115728,1.143568,0.972161,21.964984,1.045952,49.436954,0.857143,6,0.285714,4,0.714286,10,0.142857,1,0.6,0.857143,0.705882,0.53936,0.877551,0.782576,0.666667,0.161783,0.838217,0.333333,?,0.666667,?,?,0.900942,0.797329,?,0.666667,0.002,0,0,0,0,0,35691,22672,3924,100,100,?
Glass,1,9,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,193,21,15,6,0,71.428571,28.571429,0,0.571429,0.111877,0.236377,53.395641,73.712866,44.430294,1094.667547,-1050.237253,2.115728,52.127026,-50.011298,21.036002,1.001714,47.346078,1,7,0.285714,4,0.714286,10,0,0,0.636364,1,0.777778,0.6742,0.979592,0.961735,0.714286,0.153846,0.846154,0.285714,?,0.714286,?,?,0.93056,0.848545,?,0.714286,0.002,0,0,0,0,0,35691,22672,3924,100,100,?
Glass,1,10,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,193,21,15,6,0,71.428571,28.571429,0,0.589577,0.113584,0.235099,54.210641,73.314384,44.430294,2164.091417,-2119.661123,2.115728,103.051972,-100.936244,22.39035,1.066207,50.394331,1,7,0.214286,3,0.785714,11,0,0,0.7,1,0.823529,0.74162,0.979592,0.968254,0.714286,0.11105,0.88895,0.285714,?,0.714286,?,?,0.923254,0.865036,?,0.714286,0.001,0,0,0,0,0,35691,22672,3924,100,100,?
iris,1,1,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,14,1,0,93.333333,6.666667,0,0.9,0.089333,0.218663,20.1,46.385343,23.774438,1076.771899,-1052.997462,1.584963,71.784793,-70.199831,18.832613,1.255508,79.213706,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.933333,0.872222,0.93266,0.933333,0.001,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,2,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,15,0,0,100,0,0,1,0.033333,0.057735,7.5,12.247449,23.774438,2.280046,21.494391,1.584963,0.152003,1.432959,21.494391,1.432959,90.409673,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,3,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,15,0,0,100,0,0,1,0.033333,0.057735,7.5,12.247449,23.774438,2.280046,21.494391,1.584963,0.152003,1.432959,21.494391,1.432959,90.409673,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,4,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,15,0,0,100,0,0,1,0.057333,0.113725,12.9,24.124676,23.774438,3.33894,20.435497,1.584963,0.222596,1.362366,20.435497,1.362366,85.955756,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.015625,0,15.625,0,15504,10633,2353,100,100,?
iris,1,5,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,15,0,0,100,0,0,1,0.050133,0.103864,11.27994,22.032848,23.774438,3.046149,20.728289,1.584963,0.203077,1.381886,20.728289,1.381886,87.187295,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,6,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,14,1,0,93.333333,6.666667,0,0.9,0.073333,0.152228,16.5,32.292414,23.774438,4.245831,19.528607,1.584963,0.283055,1.301907,19.528607,1.301907,82.141194,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0.001,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,7,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,14,1,0,93.333333,6.666667,0,0.9,0.073333,0.208167,16.5,44.158804,23.774438,1076.128043,-1052.353606,1.584963,71.74187,-70.156907,19.476469,1.298431,81.921893,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0.001,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,8,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,13,2,0,86.666667,13.333333,0,0.8,0.105333,0.208934,23.7,44.321552,23.774438,5.982796,17.791641,1.584963,0.398853,1.186109,17.791641,1.186109,74.835172,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.976667,0.956508,0.866667,0.866667,0,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,9,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,14,1,0,93.333333,6.666667,0,0.9,0.117332,0.221529,26.399809,46.993355,23.774438,6.663505,17.110932,1.584963,0.444234,1.140729,17.421449,1.16143,73.27807,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.973333,0.95873,0.93266,0.933333,0,0,0,0,0,0,15504,10633,2353,100,100,?
iris,1,10,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,135,15,15,0,0,100,0,0,1,0.049333,0.088393,11.1,18.751,23.774438,2.923903,20.850535,1.584963,0.194927,1.390036,20.850535,1.390036,87.701486,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,15504,10633,2353,100,100,?
soybean,1,1,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,614,69,63,6,0,91.304348,8.695652,0,0.904366,0.0251,0.100476,26.07266,45.780469,267.786855,1113.17964,-845.392785,3.880969,16.133038,-12.252069,223.173446,3.234398,83.339955,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.013043,0.986957,0.086957,?,0.913043,?,?,0.987743,0.953082,?,0.913043,0.066,0.008,0.0625,0.015625,62.5,15.625,301989,202240,29475,100,100,?
soybean,1,2,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,614,69,63,6,0,91.304348,8.695652,0,0.90463,0.022319,0.095792,23.184456,43.646109,267.786855,40.82977,226.957086,3.880969,0.591736,3.289233,227.000112,3.289857,84.768952,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.913043,0.009561,0.990439,0.086957,?,0.913043,?,?,0.996528,0.964595,?,0.913043,0.067,0.008,0.0625,0.015625,62.5,15.625,301989,202240,29475,100,100,?
soybean,1,3,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,614,69,62,7,0,89.855072,10.144928,0,0.888013,0.022244,0.095813,23.141519,43.730829,265.180215,2180.284581,-1915.104366,3.843192,31.598327,-27.755136,224.34272,3.251344,84.600098,1,2,0,0,1,67,0,0,1,1,1,1,1,1,0.898551,0.015217,0.984783,0.101449,?,0.898551,?,?,0.979695,0.94011,?,0.898551,0.066,0.008,0.0625,0.015625,62.5,15.625,301989,202240,29475,100,100,?
soybean,1,4,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,62,6,0,91.176471,8.823529,0,0.901994,0.022455,0.092003,23.435161,42.14117,255.151643,37.591583,217.56006,3.75223,0.552817,3.199413,217.624983,3.200367,85.292409,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.911765,0.015213,0.984787,0.088235,?,0.911765,?,?,0.994225,0.970563,?,0.911765,0.066,0.008,0.0625,0.015625,62.5,15.625,302468,202557,29158,100,100,?
soybean,1,5,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,61,7,0,89.705882,10.294118,0,0.885988,0.027261,0.108767,28.423339,49.766721,256.172375,48.268064,207.904311,3.767241,0.709824,3.057416,210.121818,3.090027,82.023605,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.897059,0.015703,0.984297,0.102941,0.933824,0.897059,0.897958,0.895467,0.990382,0.951897,0.925942,0.897059,0.066,0.008,0.0625,0,62.5,0,302468,202557,29158,100,100,?
soybean,1,6,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,55,13,0,80.882353,19.117647,0,0.789674,0.030205,0.121214,31.440317,55.357356,259.391913,56.248173,203.14374,3.814587,0.827179,2.987408,205.828444,3.026889,79.350371,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.808824,0.023543,0.976457,0.191176,?,0.808824,?,?,0.985101,0.922093,?,0.808824,0.066,0.008,0.0625,0,62.5,0,302468,202557,29158,100,100,?
soybean,1,7,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,60,8,0,88.235294,11.764706,0,0.870445,0.025847,0.099249,26.903888,45.326073,259.391913,40.468655,218.923258,3.814587,0.595127,3.21946,218.923258,3.21946,84.398644,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.882353,0.012822,0.987178,0.117647,?,0.882353,?,?,0.996347,0.968252,?,0.882353,0.066,0.008,0.078125,0,78.125,0,302468,202557,29158,100,100,?
soybean,1,8,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,59,9,0,86.764706,13.235294,0,0.854355,0.024768,0.101009,25.766396,46.100837,260.757564,1112.17707,-851.419506,3.83467,16.355545,-12.520875,217.144502,3.193301,83.274479,1,2,0,0,1,66,0,0,1,1,1,1,1,1,0.867647,0.018166,0.981834,0.132353,?,0.867647,?,?,0.987519,0.958071,?,0.867647,0.066,0.008,0.0625,0.015625,62.5,15.625,302468,202557,29158,100,100,?
soybean,1,9,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,58,10,0,85.294118,14.705882,0,0.839281,0.027962,0.110021,29.028257,50.095821,264.814206,1118.544963,-853.730758,3.894327,16.449191,-12.554864,217.193996,3.194029,82.017502,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,1,1,0.852941,0.016757,0.983243,0.147059,?,0.852941,?,?,0.982756,0.934668,?,0.852941,0.067,0.007,0.0625,0.015625,62.5,15.625,302468,202557,29158,100,100,?
soybean,1,10,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,615,68,58,10,0,85.294118,14.705882,0,0.838977,0.027686,0.110536,28.741773,50.330061,264.814206,1120.412872,-855.598667,3.894327,16.47666,-12.582333,216.266656,3.180392,81.667317,1,2,0.015152,1,0.984848,65,0,0,0.666667,1,0.8,0.810287,1,1,0.852941,0.01704,0.98296,0.147059,?,0.852941,?,?,0.979733,0.911667,?,0.852941,0.067,0.007,0.0625,0.015625,62.5,15.625,302468,202557,29158,100,100,?
unbalanced,1,1,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,770,86,85,1,0,98.837209,1.162791,0,0,0.07094,0.129201,264.599749,120.438104,7.928616,20.299181,-12.370565,0.092193,0.236037,-0.143844,-238.893006,-2.777826,-3013.047998,0,0,0,0,1,85,1,1,?,0,?,?,0.682353,0.035714,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.682353,0.984444,?,0.988372,0.054,0.007,0.046875,0.015625,46.875,15.625,248678,228377,27965,100,100,?
unbalanced,1,2,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,770,86,85,1,0,98.837209,1.162791,0,0,0.07528,0.133521,280.785772,124.465696,7.928616,1088.987232,-1081.058616,0.092193,12.662642,-12.570449,-242.671239,-2.821759,-3060.701121,0,0,0,0,1,85,1,1,?,0,?,?,0.305882,0.011628,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.329138,0.972402,?,0.988372,0.054,0.006,0.046875,0.015625,46.875,15.625,248678,228377,27965,100,100,?
unbalanced,1,3,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,770,86,85,1,0,98.837209,1.162791,0,0,0.072462,0.130703,270.27345,121.838697,7.928616,20.440427,-12.511811,0.092193,0.237679,-0.145486,-239.713951,-2.787372,-3023.402206,0,0,0,0,1,85,1,1,?,0,?,?,0.717647,0.04,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.717647,0.985064,?,0.988372,0.054,0.011,0.046875,0.015625,46.875,15.625,248678,228377,27965,100,100,?
unbalanced,1,4,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,770,86,85,1,0,98.837209,1.162791,0,0,0.070483,0.128942,262.894664,120.19701,7.928616,20.135922,-12.207306,0.092193,0.234139,-0.141945,-238.224512,-2.770052,-3004.616597,0,0,0,0,1,85,1,1,?,0,?,?,0.841176,0.066667,0.988372,0.988372,0.011628,0.011628,?,0.988372,?,?,0.841176,0.987096,?,0.988372,0.054,0.006,0.0625,0,62.5,0,248678,228377,27965,100,100,?
unbalanced,1,5,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,770,86,84,2,0,97.674419,2.325581,0,0,0.082006,0.164182,222.590074,108.741498,14.00522,25.962793,-11.957573,0.162851,0.301893,-0.139042,-246.707511,-2.868692,-1761.539717,0,0,0,0,1,84,1,2,?,0,?,?,0.782738,0.074176,0.976744,0.976744,0.023256,0.023256,?,0.976744,?,?,0.782738,0.972777,?,0.976744,0.055,0.006,0.046875,0.015625,46.875,15.625,248678,228377,27965,100,100,?
unbalanced,1,6,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,770,86,84,2,0,97.674419,2.325581,0,0,0.088526,0.168428,240.287619,111.553362,14.00522,1095.088749,-1081.083529,0.162851,12.73359,-12.570739,-253.276832,-2.945079,-1808.445948,0,0,0,0,1,84,1,2,?,0,?,?,0.464286,0.028295,0.976744,0.976744,0.023256,0.023256,?,0.976744,?,?,0.473007,0.955318,?,0.976744,0.054,0.006,0.046875,0.015625,46.875,15.625,248678,228377,27965,100,100,?
unbalanced,1,7,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,771,85,84,1,0,98.823529,1.176471,0,0,0.072174,0.130524,268.070694,120.978148,7.905407,20.207831,-12.302424,0.093005,0.237739,-0.144734,-237.041027,-2.788718,-2998.467173,0,0,0,0,1,84,1,1,?,0,?,?,0.767857,0.047619,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.761975,0.985665,?,0.988235,0.053,0.006,0.046875,0.015625,46.875,15.625,248997,228670,27672,100,100,?
unbalanced,1,8,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,771,85,84,1,0,98.823529,1.176471,0,0,0.07606,0.134557,282.505205,124.716332,7.905407,1088.908261,-1081.002854,0.093005,12.810685,-12.717681,-240.484998,-2.829235,-3042.031919,0,0,0,0,1,84,1,1,?,0,?,?,0.303571,0.011765,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.344748,0.972787,?,0.988235,0.054,0.006,0.046875,0.015625,46.875,15.625,248997,228670,27672,100,100,?
unbalanced,1,9,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,771,85,84,1,0,98.823529,1.176471,0,0,0.072891,0.130823,270.734532,121.255444,7.905407,20.296932,-12.391525,0.093005,0.238787,-0.145783,-237.798852,-2.797634,-3008.053331,0,0,0,0,1,84,1,1,?,0,?,?,0.779762,0.05,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.779762,0.985877,?,0.988235,0.055,0.006,0.046875,0.015625,46.875,15.625,248997,228670,27672,100,100,?
unbalanced,1,10,weka.classifiers.lazy.XNNClassifier,'-K 5',4093840036403736411,20191230.1734,771,85,84,1,0,98.823529,1.176471,0,0,0.074337,0.134055,276.107175,124.250698,7.905407,1088.669049,-1080.763642,0.093005,12.807871,-12.714866,-238.352861,-2.804151,-3015.06131,0,0,0,0,1,84,1,1,?,0,?,?,0.345238,0.011765,0.988235,0.988235,0.011765,0.011765,?,0.988235,?,?,0.35112,0.972747,?,0.988235,0.054,0.006,0.046875,0.015625,46.875,15.625,248997,228670,27672,100,100,?
breast-cancer,1,1,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,257,29,20,9,0,68.965517,31.034483,0,0,0.389574,0.497274,92.073294,107.444657,25.930469,1108.146965,-1082.216496,0.894154,38.211964,-37.31781,-1.690066,-0.058278,-6.517685,1,20,1,9,0,0,0,0,0.689655,1,0.816327,?,0.469444,0.675315,0.689655,0.689655,0.310345,0.310345,?,0.689655,?,?,0.46772,0.576249,?,0.689655,0.005,0.001,0,0,0,0,38100,31137,6285,100,100,?
breast-cancer,1,2,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,257,29,22,7,0,75.862069,24.137931,0,0.282686,0.321666,0.405014,76.023696,87.510364,25.930469,25.576364,0.354105,0.894154,0.881944,0.012211,3.523296,0.121493,13.587476,1,20,0.777778,7,0.222222,2,0,0,0.740741,1,0.851064,0.40572,0.805556,0.893714,0.758621,0.536398,0.463602,0.241379,0.821201,0.758621,0.699793,0.40572,0.80728,0.86223,0.60735,0.758621,0.005,0.001,0,0,0,0,38100,31137,6285,100,100,?
breast-cancer,1,3,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,257,29,22,7,0,75.862069,24.137931,0,0.282686,0.330502,0.429474,78.11211,92.795344,25.930469,28.880934,-2.950465,0.894154,0.995894,-0.10174,2.624615,0.090504,10.121741,1,20,0.777778,7,0.222222,2,0,0,0.740741,1,0.851064,0.40572,0.755556,0.870409,0.758621,0.536398,0.463602,0.241379,0.821201,0.758621,0.699793,0.40572,0.752969,0.800959,0.60735,0.758621,0.006,0,0.015625,0,15.625,0,38100,31137,6285,100,100,?
breast-cancer,1,4,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,257,29,21,8,0,72.413793,27.586207,0,0.147059,0.378752,0.479104,89.515516,103.518755,25.930469,37.328053,-11.397585,0.894154,1.287174,-0.39302,-0.762213,-0.026283,-2.939449,1,20,0.888889,8,0.111111,1,0,0,0.714286,1,0.833333,0.281718,0.505556,0.695874,0.724138,0.613027,0.386973,0.275862,0.802956,0.724138,0.636782,0.281718,0.505556,0.612763,0.516667,0.724138,0.005,0,0,0,0,0,38100,31137,6285,100,100,?
breast-cancer,1,5,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,257,29,20,9,0,68.965517,31.034483,0,0.077739,0.352511,0.452869,83.313691,97.850181,25.930469,31.661372,-5.730904,0.894154,1.091771,-0.197617,0.913759,0.031509,3.523882,0.95,19,0.888889,8,0.111111,1,0.05,1,0.703704,0.95,0.808511,0.111573,0.727778,0.85737,0.689655,0.628544,0.371456,0.310345,0.640485,0.689655,0.61402,0.111573,0.727778,0.766608,0.495164,0.689655,0.005,0,0.015625,0,15.625,0,38100,31137,6285,100,100,?
breast-cancer,1,6,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,257,29,21,8,0,72.413793,27.586207,0,0.100775,0.336329,0.428501,81.858929,95.719469,24.707459,30.10683,-5.399371,0.851981,1.038167,-0.186185,1.332746,0.045957,5.394103,0.952381,20,0.875,7,0.125,1,0.047619,1,0.740741,0.952381,0.833333,0.136487,0.654762,0.828072,0.724138,0.646757,0.353243,0.275862,0.67433,0.724138,0.658621,0.136487,0.654762,0.755046,0.516667,0.724138,0.005,0.001,0,0,0,0,38100,31137,6285,100,100,?
breast-cancer,1,7,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,258,28,23,5,0,82.142857,17.857143,0,0.461538,0.299354,0.397369,72.257845,87.917432,24.187188,26.384302,-2.197114,0.863828,0.942297,-0.078468,4.455042,0.159109,18.419015,1,20,0.625,5,0.375,3,0,0,0.8,1,0.888889,0.547723,0.753125,0.871043,0.821429,0.446429,0.553571,0.178571,0.857143,0.821429,0.790765,0.547723,0.753125,0.832512,0.717172,0.821429,0.005,0.001,0,0,0,0,38235,31246,6176,100,100,?
breast-cancer,1,8,weka.classifiers.lazy.XNNClassifier,'-K 7',4093840036403736411,20191230.1734,258,28,21,7,0,75,25,0,0.169492,0.351665,0.434636,84.884622,96.162672,24.187188,1097.344366,-1073.157178,0.863828,39.19087,-38.327042,0.153566,0.005484,0.634906,1,20,0.875,7,0.125,1,0,0,0.740741,1,0.851064,0.30429,0.653125,0.772188,0.75,0.625,0.375,0.25,0.814815,0.75,0.671395,0.30429,0.653125,0.720948,0.536643,0.75,0.005,0.001,0.015625,0,15.625,0,38235,31246,6176,100,100,?
